VTune(TM) Performance Analyzer 2.0 for Linux*
Copyright (C) 2000-2003 Intel Corporation. All rights reserved.

Event Summary
Clockticks
   14459 = Samples collected due to this event
   3066000          = Sample after value used during collection
   44331294000      = Total events (samples*SAV)

HotSpot View grouped by function (all values in decimal except where indicated)

Function                           Module             Size    
  Event                                                           Events%    Samples     Events            Address          Segment          Offset        Full name
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
mgau_eval_inner                    livepretend_sse    0xd2    
  Clockticks                                                       6.26%      905        2774730000          0x0000000000007CEA 0x00d           0x0000000000006A1A mgau_eval_inner
mgau_eval                          livepretend_sse    0x1e6   
  Clockticks                                                       2.88%      417        1278522000          0x0000000000007DBC 0x00d           0x0000000000006AEC mgau_eval
logs3_add                          livepretend_sse    0xf8    
  Clockticks                                                       1.22%      176        539616000           0x0000000000004C2E 0x00d           0x000000000000395E logs3_add
sseq2sen_active_thrd_work          livepretend_sse    0x148   
  Clockticks                                                       0.41%      59         180894000           0x000000000000A068 0x00d           0x0000000000008D98 sseq2sen_active_thrd_work
lextree_hmm_eval_thrd_work         livepretend_sse    0x120   
  Clockticks                                                       0.39%      57         174762000           0x0000000000009C10 0x00d           0x0000000000008940 lextree_hmm_eval_thrd_work
hmm_vit_eval_3st                   livepretend_sse    0x126   
  Clockticks                                                       0.35%      50         153300000           0x0000000000012C78 0x00d           0x00000000000119A8 hmm_vit_eval_3st
frame_eval_thrd_work               livepretend_sse    0x29c   
  Clockticks                                                       0.32%      46         141036000           0x000000000000990A 0x00d           0x000000000000863A frame_eval_thrd_work
fe_fft                             livepretend_sse    0x43c   
  Clockticks                                                       0.21%      30         91980000            0x0000000000019FB2 0x00d           0x0000000000018CE2 fe_fft
parse_tmat_senmap                  livepretend_sse    0x296   
  Clockticks                                                       0.20%      29         88914000            0x000000000000B2AA 0x00d           0x0000000000009FDA parse_tmat_senmap
lextree_hmm_ppg_thrd_work          livepretend_sse    0x29e   
  Clockticks                                                       0.17%      25         76650000            0x0000000000009D60 0x00d           0x0000000000008A90 lextree_hmm_ppg_thrd_work
dict2pid_comsenscr_thrd_work       livepretend_sse    0x6a    
  Clockticks                                                       0.16%      23         70518000            0x0000000000009BA6 0x00d           0x00000000000088D6 dict2pid_comsenscr_thrd_work
sen_active_thrd_work               livepretend_sse    0x284   
