00001aa.sfi	3.2402292526555007e-02
00001ab.sfi	-1.6766398868576665e-01
00001ac.sfi	4.8243965522080073e-02
00001ad.sfi	5.8962420638354475e-02
00001ae.sfi	8.6846935217446589e-02
00002aa.sfi	1.0481297486438165e-01
00002ab.sfi	-3.4666996422368875e-03
00002ac.sfi	3.9352436003498525e-04
00002ad.sfi	1.4048645182699607e-01
00002ae.sfi	-1.1436131939985937e-02
00002af.sfi	-6.9248177007272566e-02
00003aa.sfi	-6.3508078336949311e-02
00003ab.sfi	-1.0160421102067613e-01
00003ac.sfi	-1.0086537133974978e-01
00003ad.sfi	-9.6056819329668211e-02
00003ae.sfi	-3.4535528171664089e-02
00003af.sfi	3.7998324001169280e-02
00003ag.sfi	2.4572654368363873e-02
00003ah.sfi	1.7064917224228971e-02
00004aa.sfi	-6.8908797444108064e-02
00004ab.sfi	3.4479676068786422e-02
00004ac.sfi	1.2830837555779773e-01
00004ad.sfi	5.3517942763044418e-02
00004ae.sfi	6.6438155046804087e-02
00004af.sfi	-1.0491611518342941e-01
00005aa.sfi	-8.4564872931348109e-02
00005ab.sfi	-7.8155265274525848e-02
00005ac.sfi	-1.2797988700183976e-01
00005ad.sfi	7.3832308719960243e-02
00005ae.sfi	3.6869531312287505e-02
00005af.sfi	5.8391758565839051e-02
00005ag.sfi	-4.0319270022168521e-02
00006aa.sfi	-8.8582989099711545e-02
00006ab.sfi	1.0571174385592892e-01
00006ac.sfi	1.9771447007705806e-02
00006ad.sfi	1.4925508481568056e-01
00006ae.sfi	4.6324998684164176e-02
00006af.sfi	1.2461091479559604e-01
00006ag.sfi	-1.1452080000558998e-01
00006ah.sfi	3.9356681918362869e-02
00007aa.sfi	-1.5304803235227062e-02
00007ab.sfi	-1.3325779471700159e-02
00007ac.sfi	-8.7214305977712403e-02
00007ad.sfi	-3.9628175273326134e-02
00007ae.sfi	-6.5359408755561871e-02
00008aa.sfi	1.0701644942286734e-02
00008ab.sfi	3.8984390513798206e-02
00008ac.sfi	4.2682441152878933e-02
00008ad.sfi	2.2043027211643113e-02
00009aa.sfi	4.8085664847664987e-02
00009ab.sfi	1.2964153721023108e-01
00009ac.sfi	-2.4366619926185395e-02
00009ad.sfi	5.7317224763898764e-02
00009ae.sfi	7.9257779259446742e-04
00009af.sfi	1.1386100989984015e-01
00010aa.sfi	1.3798012931682688e-01
00010ab.sfi	-3.5674881399065071e-02
00010ac.sfi	-2.6322839197428387e-02
00010ad.sfi	-1.9058861594460422e-02
00011aa.sfi	-8.0206588976559010e-02
00011ab.sfi	7.5614423747655909e-02
00011ac.sfi	8.1630087055312120e-02
00011ad.sfi	8.0145625156358702e-03
00012aa.sfi	9.7003050527310147e-02
00012ab.sfi	-8.4369528106211525e-02
00012ac.sfi	3.6029892329550398e-03
00012ad.sfi	-1.1384490925946453e-01
00012ae.sfi	-3.2894572529556187e-02
00012af.sfi	8.4958048058007982e-02
00013aa.sfi	3.2194590190828903e-02
00013ab.sfi	8.3101717831437730e-02
00013ac.sfi	2.2176589609614876e-02
